	Z1	Z2	Z3	St_coeff1	St_coeff2	St_coeff3	Eneg1	Eneg2	Eneg3	Space Group	Composition
303	30	13	34	1.0	2.0	4.0	1.65	1.61	2.55	82	Al2 Zn1 Se4
304	13	34	48	2.0	4.0	1.0	1.61	2.55	1.69	82	Al2 Cd1 Se4
305	80	34	13	1.0	4.0	2.0	2.0	2.55	1.61	82	Al2 Hg1 Se4
306	30	52	13	1.0	4.0	2.0	1.65	2.1	1.61	82	Al2 Zn1 Te4
307	52	13	48	4.0	2.0	1.0	2.1	1.61	1.69	82	Al2 Cd1 Te4
308	52	80	13	4.0	1.0	2.0	2.1	2.0	1.61	82	Al2 Hg1 Te4
309	16	80	31	4.0	1.0	2.0	2.58	2.0	1.81	82	Ga2 Hg1 S4
310	34	80	31	4.0	1.0	2.0	2.55	2.0	1.81	82	Ga2 Hg1 Se4
311	52	31	48	4.0	2.0	1.0	2.1	1.81	1.69	82	Cd1 Ga2 Te4
312	48	34	49	1.0	4.0	2.0	1.69	2.55	1.78	111	Cd1 In2 Se4
313	80	34	49	1.0	4.0	2.0	2.0	2.55	1.78	82	In2 Hg1 Se4
314	30	52	49	1.0	4.0	2.0	1.65	2.1	1.78	82	Zn1 In2 Te4
315	48	52	49	1.0	4.0	2.0	1.69	2.1	1.78	82	Cd1 In2 Te4
316	52	80	49	4.0	1.0	2.0	2.1	2.0	1.78	82	In2 Hg1 Te4
317	17	8	22	1.0	1.0	1.0	3.16	3.44	1.54	59	Ti1 Cl1 O1
318	14	8	40	1.0	1.0	1.0	1.9	3.44	1.33	129	Zr1 Si1 O1
319	16	72	14	1.0	1.0	1.0	2.58	1.3	1.9	129	Hf1 Si1 S1
320	14	72	34	1.0	1.0	1.0	1.9	1.3	2.55	129	Hf1 Si1 Se1
321	14	52	72	1.0	1.0	1.0	1.9	2.1	1.3	129	Hf1 Si1 Te1
322	32	72	34	1.0	1.0	1.0	2.01	1.3	2.55	129	Hf1 Ge1 Se1
323	32	72	16	1.0	1.0	1.0	2.01	1.3	2.58	129	Hf1 Ge1 S1
324	32	52	72	1.0	1.0	1.0	2.01	2.1	1.3	129	Hf1 Ge1 Te1
325	32	16	48	1.0	6.0	4.0	2.01	2.58	1.69	9	Cd4 Ge1 S6
326	32	80	8	1.0	2.0	4.0	2.01	2.0	3.44	70	Hg2 Ge1 O4
327	25	8	9	2.0	2.0	9.0	1.55	3.44	3.98	15	Mn2 O2 F9
328	53	27	8	2.0	1.0	6.0	2.66	1.88	3.44	143	Co1 I2 O6
329	41	8	17	1.0	1.0	3.0	1.6	3.44	3.16	136	Nb1 Cl3 O1
330	82	24	8	1.0	1.0	4.0	2.33	1.66	3.44	62	Cr1 Pb1 O4
331	5	8	47	1.0	3.0	3.0	2.04	3.44	1.93	155	Ag3 B1 O3
332	75	6	8	2.0	10.0	10.0	1.9	2.55	3.44	15	Re2 C10 O10
333	6	25	8	10.0	2.0	10.0	2.55	1.55	3.44	15	Mn2 C10 O10
334	25	83	8	4.0	2.0	10.0	1.55	2.02	3.44	55	Mn4 Bi2 O10
335	8	35	23	1.0	1.0	1.0	3.44	2.96	1.63	59	V1 Br1 O1
336	24	8	35	1.0	1.0	1.0	1.66	3.44	2.96	59	Cr1 Br1 O1
337	32	30	8	3.0	2.0	8.0	2.01	1.65	3.44	212	Zn2 Ge3 O8
338	13	8	73	1.0	4.0	1.0	1.61	3.44	1.5	136	Ta1 Al1 O4
339	15	42	8	2.0	2.0	11.0	2.19	2.16	3.44	62	Mo2 P2 O11
340	15	42	8	2.0	1.0	8.0	2.19	2.16	3.44	57	Mo1 P2 O8
341	80	8	17	3.0	1.0	4.0	2.0	3.44	3.16	198	Hg3 Cl4 O1
342	82	21	16	1.0	2.0	4.0	2.33	1.36	2.58	62	Sc2 Pb1 S4
343	8	74	49	12.0	1.0	6.0	3.44	2.36	1.78	148	In6 W1 O12
344	15	26	8	2.0	4.0	9.0	2.19	1.83	3.44	14	Fe4 P2 O9
345	14	26	8	3.0	5.0	12.0	1.9	1.83	3.44	230	Fe5 Si3 O12
346	14	25	8	3.0	5.0	12.0	1.9	1.55	3.44	230	Mn5 Si3 O12
347	80	34	17	3.0	2.0	2.0	2.0	2.55	3.16	199	Hg3 Se2 Cl2
348	52	80	17	2.0	3.0	2.0	2.1	2.0	3.16	199	Hg3 Te2 Cl2
349	52	80	35	2.0	3.0	2.0	2.1	2.0	2.96	199	Hg3 Te2 Br2
350	6	26	8	16.0	5.0	15.0	2.55	1.83	3.44	15	Fe5 C16 O15
351	41	8	9	17.0	42.0	1.0	1.6	3.44	3.98	3	Nb17 O42 F1
352	82	8	23	3.0	8.0	2.0	2.33	3.44	1.63	166	V2 Pb3 O8
353	9	8	73	1.0	7.0	3.0	3.98	3.44	1.5	65	Ta3 O7 F1
354	39	5	8	1.0	1.0	3.0	1.22	2.04	3.44	194	Y1 B1 O3
355	16	42	17	2.0	1.0	3.0	2.58	2.16	3.16	14	Mo1 S2 Cl3
356	16	42	17	7.0	3.0	4.0	2.58	2.16	3.16	14	Mo3 S7 Cl4
357	39	14	8	2.0	2.0	7.0	1.22	1.9	3.44	14	Y2 Si2 O7
358	8	80	35	4.0	5.0	2.0	3.44	2.0	2.96	72	Hg5 Br2 O4
359	8	26	31	4.0	1.0	2.0	3.44	1.83	1.81	227	Ga2 Fe1 O4
360	8	78	9	2.0	1.0	6.0	3.44	2.28	3.98	206	Pt1 O2 F6
361	28	8	7	1.0	6.0	2.0	1.91	3.44	3.04	205	Ni1 N2 O6
362	41	8	9	3.0	7.0	1.0	1.6	3.44	3.98	65	Nb3 O7 F1
363	8	29	7	6.0	1.0	2.0	3.44	1.9	3.04	31	Cu1 N2 O6
364	25	50	8	2.0	1.0	4.0	1.55	1.96	3.44	227	Mn2 Sn1 O4
365	16	13	29	2.0	1.0	1.0	2.58	1.61	1.9	122	Al1 Cu1 S2
366	34	13	29	2.0	1.0	1.0	2.55	1.61	1.9	122	Al1 Cu1 Se2
367	52	13	29	2.0	1.0	1.0	2.1	1.61	1.9	122	Al1 Cu1 Te2
368	34	29	31	2.0	1.0	1.0	2.55	1.9	1.81	122	Ga1 Cu1 Se2
369	52	29	31	2.0	1.0	1.0	2.1	1.9	1.81	122	Ga1 Cu1 Te2
370	34	29	49	2.0	1.0	1.0	2.55	1.9	1.78	122	In1 Cu1 Se2
371	52	29	49	2.0	1.0	1.0	2.1	1.9	1.78	122	In1 Cu1 Te2
372	16	81	29	2.0	1.0	1.0	2.58	1.62	1.9	122	Tl1 Cu1 S2
373	81	34	29	1.0	2.0	1.0	1.62	2.55	1.9	122	Tl1 Cu1 Se2
374	34	13	47	2.0	1.0	1.0	2.55	1.61	1.93	122	Al1 Ag1 Se2
375	52	13	47	2.0	1.0	1.0	2.1	1.61	1.93	122	Al1 Ag1 Te2
376	34	47	31	2.0	1.0	1.0	2.55	1.93	1.81	122	Ga1 Ag1 Se2
377	52	47	31	2.0	1.0	1.0	2.1	1.93	1.81	122	Ga1 Ag1 Te2
378	16	47	49	2.0	1.0	1.0	2.58	1.93	1.78	122	In1 Ag1 S2
379	34	47	49	2.0	1.0	1.0	2.55	1.93	1.78	122	In1 Ag1 Se2
380	52	47	49	2.0	1.0	1.0	2.1	1.93	1.78	122	In1 Ag1 Te2
381	33	8	47	1.0	4.0	3.0	2.18	3.44	1.93	218	Ag3 As1 O4
382	81	26	8	1.0	1.0	2.0	1.62	1.83	3.44	166	Tl1 Fe1 O2
383	32	8	40	1.0	4.0	1.0	2.01	3.44	1.33	88	Zr1 Ge1 O4
384	32	8	40	1.0	8.0	3.0	2.01	3.44	1.33	121	Zr3 Ge1 O8
385	82	42	8	2.0	1.0	5.0	2.33	2.16	3.44	12	Mo1 Pb2 O5
386	30	34	49	1.0	4.0	2.0	1.65	2.55	1.78	121	Zn1 In2 Se4
387	32	27	8	1.0	1.0	3.0	2.01	1.88	3.44	15	Co1 Ge1 O3
388	33	8	29	2.0	8.0	3.0	2.18	3.44	1.9	14	Cu3 As2 O8
389	5	8	73	1.0	4.0	1.0	2.04	3.44	1.5	141	Ta1 B1 O4
390	16	27	33	1.0	1.0	1.0	2.58	1.88	2.18	205	Co1 As1 S1
391	39	33	8	1.0	1.0	4.0	1.22	2.18	3.44	141	Y1 As1 O4
392	8	29	31	2.0	1.0	1.0	3.44	1.9	1.81	166	Ga1 Cu1 O2
393	16	80	17	2.0	3.0	2.0	2.58	2.0	3.16	199	Hg3 S2 Cl2
394	28	16	33	1.0	1.0	1.0	1.91	2.58	2.18	198	Ni1 As1 S1
395	16	33	29	1.0	1.0	1.0	2.58	2.18	1.9	33	Cu1 As1 S1
396	51	16	26	1.0	1.0	1.0	2.05	2.58	1.83	14	Fe1 Sb1 S1
397	51	16	80	4.0	8.0	1.0	2.05	2.58	2.0	15	Hg1 Sb4 S8
398	5	8	25	2.0	6.0	3.0	2.04	3.44	1.55	58	Mn3 B2 O6
399	14	26	8	1.0	7.0	10.0	1.9	1.83	3.44	11	Fe7 Si1 O10
400	82	8	29	1.0	8.0	6.0	2.33	3.44	1.9	225	Cu6 Pb1 O8
401	16	29	31	2.0	1.0	1.0	2.58	1.9	1.81	122	Ga1 Cu1 S2
402	51	41	8	1.0	1.0	4.0	2.05	1.6	3.44	33	Nb1 Sb1 O4
403	14	25	8	1.0	1.0	3.0	1.9	1.55	3.44	2	Mn1 Si1 O3
404	83	8	23	1.0	4.0	1.0	2.02	3.44	1.63	60	V1 Bi1 O4
405	8	74	83	6.0	1.0	2.0	3.44	2.36	2.02	41	Bi2 W1 O6
406	16	25	14	4.0	2.0	1.0	2.58	1.55	1.9	62	Mn2 Si1 S4
407	5	26	8	1.0	3.0	5.0	2.04	1.83	3.44	55	Fe3 B1 O5
408	39	15	8	1.0	1.0	4.0	1.22	2.19	3.44	141	Y1 P1 O4
409	80	8	17	5.0	4.0	2.0	2.0	3.44	3.16	72	Hg5 Cl2 O4
410	51	8	73	1.0	4.0	1.0	2.05	3.44	1.5	33	Ta1 Sb1 O4
411	51	16	29	4.0	13.0	12.0	2.05	2.58	1.9	217	Cu12 Sb4 S13
412	14	25	8	1.0	2.0	4.0	1.9	1.55	3.44	62	Mn2 Si1 O4
413	82	42	8	1.0	1.0	4.0	2.33	2.16	3.44	88	Mo1 Pb1 O4
414	50	8	73	1.0	3.0	1.0	1.96	3.44	1.5	221	Ta1 Sn1 O3
415	16	33	47	3.0	1.0	3.0	2.58	2.18	1.93	161	Ag3 As1 S3
416	51	16	47	1.0	3.0	3.0	2.05	2.58	1.93	161	Ag3 Sb1 S3
417	28	8	31	1.0	4.0	2.0	1.91	3.44	1.81	227	Ga2 Ni1 O4
418	6	25	8	1.0	1.0	3.0	2.55	1.55	3.44	167	Mn1 C1 O3
419	16	29	49	2.0	1.0	1.0	2.58	1.9	1.78	122	In1 Cu1 S2
420	34	83	47	2.0	1.0	1.0	2.55	2.02	1.93	166	Ag1 Bi1 Se2
421	16	33	29	13.0	4.0	12.0	2.58	2.18	1.9	217	Cu12 As4 S13
422	6	8	48	1.0	3.0	1.0	2.55	3.44	1.69	167	Cd1 C1 O3
423	41	13	8	1.0	1.0	4.0	1.6	1.61	3.44	12	Nb1 Al1 O4
424	82	28	16	2.0	3.0	2.0	2.33	1.91	2.58	166	Ni3 Pb2 S2
425	9	8	22	30.0	4.0	7.0	3.98	3.44	1.54	147	Ti7 O4 F30
426	44	6	8	5.0	16.0	15.0	2.2	2.55	3.44	14	Ru5 C16 O15
427	39	14	8	2.0	1.0	5.0	1.22	1.9	3.44	15	Y2 Si1 O5
428	50	8	73	2.0	7.0	2.0	1.96	3.44	1.5	227	Ta2 Sn2 O7
429	8	74	17	2.0	1.0	2.0	3.44	2.36	3.16	26	W1 Cl2 O2
430	8	47	17	3.0	1.0	1.0	3.44	1.93	3.16	87	Ag1 Cl1 O3
431	51	34	29	1.0	2.0	1.0	2.05	2.55	1.9	62	Cu1 Sb1 Se2
432	81	34	47	1.0	2.0	1.0	1.62	2.55	1.93	162	Tl1 Ag1 Se2
433	51	41	52	2.0	3.0	5.0	2.05	1.6	2.1	229	Nb3 Sb2 Te5
434	51	8	29	2.0	6.0	1.0	2.05	3.44	1.9	14	Cu1 Sb2 O6
435	28	8	15	2.0	7.0	2.0	1.91	3.44	2.19	12	Ni2 P2 O7
436	81	42	8	4.0	8.0	26.0	1.62	2.16	3.44	61	Tl4 Mo8 O26
437	15	16	47	2.0	6.0	2.0	2.19	2.58	1.93	12	Ag2 P2 S6
438	15	16	41	2.0	21.0	4.0	2.19	2.58	1.6	15	Nb4 P2 S21
439	51	42	8	2.0	1.0	6.0	2.05	2.16	3.44	2	Sb2 Mo1 O6
440	6	76	8	17.0	5.0	16.0	2.55	2.2	3.44	2	Os5 C17 O16
441	42	6	8	1.0	6.0	6.0	2.16	2.55	3.44	62	Mo1 C6 O6
442	8	35	47	3.0	1.0	1.0	3.44	2.96	1.93	139	Ag1 Br1 O3
443	51	16	29	1.0	3.0	3.0	2.05	2.58	1.9	217	Cu3 Sb1 S3
444	82	40	8	1.0	1.0	3.0	2.33	1.33	3.44	32	Zr1 Pb1 O3
445	39	8	17	1.0	1.0	1.0	1.22	3.44	3.16	129	Y1 Cl1 O1
446	16	46	7	9.0	2.0	4.0	2.58	2.2	3.04	148	Pd2 S9 N4
447	8	80	35	6.0	2.0	2.0	3.44	2.0	2.96	15	Hg2 Br2 O6
448	16	14	29	7.0	2.0	5.0	2.58	1.9	1.9	9	Si2 Cu5 S7
449	15	8	74	4.0	32.0	8.0	2.19	3.44	2.36	19	P4 W8 O32
450	5	8	46	2.0	4.0	1.0	2.04	3.44	2.2	122	B2 Pd1 O4
451	16	26	31	5.0	2.0	2.0	2.58	1.83	1.81	166	Ga2 Fe2 S5
452	16	81	29	3.0	1.0	4.0	2.58	1.62	1.9	123	Tl1 Cu4 S3
453	15	26	8	1.0	2.0	5.0	2.19	1.83	3.44	62	Fe2 P1 O5
454	21	13	8	1.0	1.0	3.0	1.36	1.61	3.44	62	Sc1 Al1 O3
455	5	26	8	1.0	1.0	3.0	2.04	1.83	3.44	167	Fe1 B1 O3
456	8	26	31	3.0	1.0	1.0	3.44	1.83	1.81	33	Ga1 Fe1 O3
457	5	8	29	10.0	30.0	15.0	2.04	3.44	1.9	2	Cu15 B10 O30
458	15	8	74	4.0	38.0	10.0	2.19	3.44	2.36	4	P4 W10 O38
459	15	16	40	2.0	6.0	1.0	2.19	2.58	1.33	84	Zr1 P2 S6
460	32	26	8	8.0	15.0	36.0	2.01	1.83	3.44	2	Fe15 Ge8 O36
461	16	42	35	3.0	6.0	6.0	2.58	2.16	2.96	63	Mo6 S3 Br6
462	41	34	35	2.0	2.0	6.0	1.6	2.55	2.96	13	Nb2 Se2 Br6
463	41	52	35	2.0	2.0	6.0	1.6	2.1	2.96	13	Nb2 Te2 Br6
464	53	41	52	6.0	2.0	2.0	2.66	1.6	2.1	13	Nb2 Te2 I6
465	34	47	49	8.0	1.0	5.0	2.55	1.93	1.78	111	In5 Ag1 Se8
466	53	42	34	8.0	6.0	2.0	2.66	2.16	2.55	173	Mo6 Se2 I8
467	75	34	17	6.0	8.0	2.0	1.9	2.55	3.16	2	Re6 Se8 Cl2
468	28	8	15	2.0	12.0	4.0	1.91	3.44	2.19	15	Ni2 P4 O12
469	15	30	8	2.0	1.0	6.0	2.19	1.65	3.44	15	Zn1 P2 O6
470	51	30	8	2.0	1.0	6.0	2.05	1.65	3.44	118	Zn1 Sb2 O6
471	15	26	8	1.0	3.0	7.0	2.19	1.83	3.44	160	Fe3 P1 O7
472	17	8	23	3.0	1.0	1.0	3.16	3.44	1.63	62	V1 Cl3 O1
473	15	16	23	1.0	10.0	2.0	2.19	2.58	1.63	14	V2 P1 S10
474	51	30	8	2.0	1.0	4.0	2.05	1.65	3.44	135	Zn1 Sb2 O4
475	53	41	8	2.0	1.0	1.0	2.66	1.6	3.44	5	Nb1 I2 O1
476	16	81	22	4.0	4.0	1.0	2.58	1.62	1.54	14	Ti1 Tl4 S4
477	81	34	22	4.0	4.0	1.0	1.62	2.55	1.54	14	Ti1 Tl4 Se4
478	81	34	22	1.0	8.0	5.0	1.62	2.55	1.54	12	Ti5 Tl1 Se8
479	81	34	23	1.0	8.0	5.0	1.62	2.55	1.63	12	Tl1 V5 Se8
480	24	81	34	5.0	1.0	8.0	1.66	1.62	2.55	12	Tl1 Cr5 Se8
481	8	29	31	4.0	1.0	2.0	3.44	1.9	1.81	227	Ga2 Cu1 O4
482	9	8	73	1.0	2.0	1.0	3.98	3.44	1.5	221	Ta1 O2 F1
483	16	74	9	1.0	1.0	4.0	2.58	2.36	3.98	29	W1 S1 F4
484	75	16	9	1.0	1.0	4.0	1.9	2.58	3.98	29	Re1 S1 F4
485	6	27	8	8.0	2.0	8.0	2.55	1.88	3.44	11	Co2 C8 O8
486	80	8	7	3.0	8.0	2.0	2.0	3.44	3.04	61	Hg3 N2 O8
487	9	8	22	2.0	1.0	1.0	3.98	3.44	1.54	221	Ti1 O1 F2
488	15	16	41	2.0	8.0	1.0	2.19	2.58	1.6	118	Nb1 P2 S8
489	32	8	47	2.0	5.0	2.0	2.01	3.44	1.93	14	Ag2 Ge2 O5
490	51	8	23	1.0	4.0	1.0	2.05	3.44	1.63	136	V1 Sb1 O4
491	15	16	41	1.0	10.0	2.0	2.19	2.58	1.6	18	Nb2 P1 S10
492	53	80	8	1.0	2.0	1.0	2.66	2.0	3.44	15	Hg2 I1 O1
493	27	8	17	1.0	8.0	2.0	1.88	3.44	3.16	148	Co1 Cl2 O8
494	28	8	17	1.0	8.0	2.0	1.91	3.44	3.16	148	Ni1 Cl2 O8
495	32	30	8	1.0	1.0	3.0	2.01	1.65	3.44	148	Zn1 Ge1 O3
496	15	26	8	4.0	2.0	12.0	2.19	1.83	3.44	15	Fe2 P4 O12
497	16	17	22	1.0	12.0	2.0	2.58	3.16	1.54	148	Ti2 S1 Cl12
498	14	8	47	6.0	21.0	18.0	1.9	3.44	1.93	12	Si6 Ag18 O21
499	16	46	17	8.0	8.0	8.0	2.58	2.2	3.16	14	Pd8 S8 Cl8
500	82	25	8	2.0	1.0	4.0	2.33	1.55	3.44	114	Mn1 Pb2 O4
501	16	42	31	8.0	4.0	1.0	2.58	2.16	1.81	216	Ga1 Mo4 S8
502	24	8	15	1.0	9.0	3.0	1.66	3.44	2.19	9	Cr1 P3 O9
503	16	46	17	2.0	1.0	6.0	2.58	2.2	3.16	2	Pd1 S2 Cl6
504	34	46	17	2.0	1.0	6.0	2.55	2.2	3.16	15	Pd1 Se2 Cl6
505	52	46	17	2.0	1.0	10.0	2.1	2.2	3.16	14	Te2 Pd1 Cl10
506	15	8	22	1.0	4.0	1.0	2.19	3.44	1.54	63	Ti1 P1 O4
507	15	8	23	1.0	4.0	1.0	2.19	3.44	1.63	63	V1 P1 O4
508	42	34	31	4.0	8.0	1.0	2.16	2.55	1.81	216	Ga1 Mo4 Se8
509	16	42	13	8.0	4.0	1.0	2.58	2.16	1.61	216	Al1 Mo4 S8
510	8	29	49	4.0	1.0	2.0	3.44	1.9	1.78	139	In2 Cu1 O4
511	16	26	17	1.0	1.0	7.0	2.58	1.83	3.16	14	Fe1 S1 Cl7
512	35	26	34	7.0	1.0	1.0	2.96	1.83	2.55	7	Fe1 Se1 Br7
513	26	34	17	1.0	1.0	7.0	1.83	2.55	3.16	1	Fe1 Se1 Cl7
514	52	26	17	1.0	1.0	7.0	2.1	1.83	3.16	1	Fe1 Te1 Cl7
515	52	26	35	1.0	1.0	7.0	2.1	1.83	2.96	1	Fe1 Te1 Br7
516	16	79	17	1.0	1.0	5.0	2.58	2.54	3.16	14	Au1 S1 Cl5
517	15	42	8	4.0	2.0	15.0	2.19	2.16	3.44	14	Mo2 P4 O15
518	14	8	47	1.0	3.0	2.0	1.9	3.44	1.93	19	Si1 Ag2 O3
519	82	42	8	1.0	5.0	8.0	2.33	2.16	3.44	14	Mo5 Pb1 O8
520	45	34	17	2.0	4.0	14.0	2.28	2.55	3.16	14	Rh2 Se4 Cl14
521	16	77	17	3.0	1.0	11.0	2.58	2.2	3.16	14	Ir1 S3 Cl11
522	15	26	8	8.0	7.0	28.0	2.19	1.83	3.44	20	Fe7 P8 O28
523	83	8	48	2.0	7.0	4.0	2.02	3.44	1.69	88	Cd4 Bi2 O7
524	52	40	17	2.0	1.0	12.0	2.1	1.33	3.16	167	Zr1 Te2 Cl12
525	52	72	17	2.0	1.0	12.0	2.1	1.3	3.16	167	Hf1 Te2 Cl12
526	16	83	29	2.0	1.0	1.0	2.58	2.02	1.9	62	Cu1 Bi1 S2
527	51	16	29	1.0	2.0	1.0	2.05	2.58	1.9	62	Cu1 Sb1 S2
528	14	72	8	1.0	1.0	4.0	1.9	1.3	3.44	141	Hf1 Si1 O4
529	16	33	29	12.0	4.0	12.0	2.58	2.18	1.9	217	Cu12 As4 S12
530	81	8	29	1.0	2.0	2.0	1.62	3.44	1.9	74	Tl1 Cu2 O2
531	15	16	47	3.0	11.0	7.0	2.19	2.58	1.93	15	Ag7 P3 S11
532	14	25	8	1.0	4.0	7.0	1.9	1.55	3.44	173	Mn4 Si1 O7
533	51	25	8	2.0	1.0	4.0	2.05	1.55	3.44	135	Mn1 Sb2 O4
534	15	26	8	1.0	9.0	12.0	2.19	1.83	3.44	65	Fe9 P1 O12
535	81	42	8	8.0	10.0	34.0	1.62	2.16	3.44	2	Tl8 Mo10 O34
536	53	41	34	3.0	10.0	40.0	2.66	1.6	2.55	124	Nb10 Se40 I3
537	27	13	8	2.0	1.0	4.0	1.88	1.61	3.44	227	Al1 Co2 O4
538	8	74	35	1.0	1.0	4.0	3.44	2.36	2.96	79	W1 Br4 O1
539	16	81	22	4.0	2.0	1.0	2.58	1.62	1.54	61	Ti1 Tl2 S4
540	6	27	8	30.0	8.0	24.0	2.55	1.88	3.44	2	Co8 C30 O24
541	16	83	29	9.0	4.0	4.0	2.58	2.02	1.9	62	Cu4 Bi4 S9
542	15	16	72	2.0	6.0	1.0	2.19	2.58	1.3	43	Hf1 P2 S6
543	25	52	49	1.0	4.0	2.0	1.55	2.1	1.78	62	Mn1 In2 Te4
544	80	8	7	2.0	4.0	2.0	2.0	3.44	3.04	14	Hg2 N2 O4
545	75	83	8	1.0	3.0	8.0	1.9	2.02	3.44	198	Re1 Bi3 O8
546	75	34	17	6.0	4.0	10.0	1.9	2.55	3.16	2	Re6 Se4 Cl10
547	15	16	22	8.0	29.0	4.0	2.19	2.58	1.54	15	Ti4 P8 S29
548	80	8	7	4.0	8.0	2.0	2.0	3.44	3.04	14	Hg4 N2 O8
549	52	80	31	4.0	1.0	2.0	2.1	2.0	1.81	216	Ga2 Hg1 Te4
550	15	8	23	6.0	21.0	4.0	2.19	3.44	1.63	62	V4 P6 O21
551	34	50	29	4.0	1.0	2.0	2.55	1.96	1.9	216	Cu2 Sn1 Se4
552	28	16	31	1.0	4.0	2.0	1.91	2.58	1.81	164	Ga2 Ni1 S4
553	82	75	8	1.0	2.0	6.0	2.33	1.9	3.44	166	Re2 Pb1 O6
554	81	52	47	3.0	2.0	1.0	1.62	2.1	1.93	14	Tl3 Ag1 Te2
555	16	25	49	4.0	1.0	2.0	2.58	1.55	1.78	227	Mn1 In2 S4
556	8	46	17	1.0	2.0	2.0	3.44	2.2	3.16	141	Pd2 Cl2 O1
557	52	79	17	1.0	1.0	7.0	2.1	2.54	3.16	2	Te1 Au1 Cl7
558	33	8	23	2.0	13.0	4.0	2.18	3.44	1.63	1	V4 As2 O13
559	24	8	15	1.0	4.0	1.0	1.66	3.44	2.19	74	Cr1 P1 O4
560	82	8	74	2.0	5.0	1.0	2.33	3.44	2.36	12	Pb2 W1 O5
561	24	33	8	1.0	1.0	4.0	1.66	2.18	3.44	62	Cr1 As1 O4
562	52	47	17	2.0	5.0	1.0	2.1	1.93	3.16	140	Ag5 Te2 Cl1
563	79	34	17	1.0	1.0	7.0	2.54	2.55	3.16	14	Au1 Se1 Cl7
564	83	8	22	12.0	20.0	1.0	2.02	3.44	1.54	197	Ti1 Bi12 O20
565	8	83	47	12.0	4.0	18.0	3.44	2.02	1.93	63	Ag18 Bi4 O12
566	33	26	8	1.0	1.0	4.0	2.18	1.83	3.44	14	Fe1 As1 O4
567	15	41	8	4.0	2.0	15.0	2.19	1.6	3.44	1	Nb2 P4 O15
568	30	83	8	1.0	12.0	20.0	1.65	2.02	3.44	197	Zn1 Bi12 O20
569	83	8	48	10.0	20.0	3.0	2.02	3.44	1.69	197	Cd3 Bi10 O20
570	72	8	17	1.0	16.0	4.0	1.3	3.44	3.16	9	Hf1 Cl4 O16
571	53	41	34	1.0	3.0	12.0	2.66	1.6	2.55	114	Nb3 Se12 I1
572	39	13	8	4.0	2.0	9.0	1.22	1.61	3.44	14	Y4 Al2 O9
573	16	79	17	1.0	1.0	7.0	2.58	2.54	3.16	14	Au1 S1 Cl7
574	52	79	35	1.0	1.0	8.0	2.1	2.54	2.96	2	Te1 Au1 Br8
575	15	8	23	4.0	15.0	3.0	2.19	3.44	1.63	62	V3 P4 O15
576	16	30	31	4.0	1.0	2.0	2.58	1.65	1.81	82	Zn1 Ga2 S4
577	8	80	35	4.0	8.0	3.0	3.44	2.0	2.96	14	Hg8 Br3 O4
578	16	81	26	4.0	3.0	2.0	2.58	1.62	1.83	62	Tl3 Fe2 S4
579	28	33	8	3.0	2.0	8.0	1.91	2.18	3.44	64	Ni3 As2 O8
580	13	8	23	1.0	4.0	2.0	1.61	3.44	1.63	227	Al1 V2 O4
581	16	83	29	12.0	7.0	4.0	2.58	2.02	1.9	12	Cu4 Bi7 S12
582	28	6	8	1.0	1.0	3.0	1.91	2.55	3.44	167	Ni1 C1 O3
583	8	31	48	4.0	2.0	1.0	3.44	1.81	1.69	227	Cd1 Ga2 O4
584	51	16	27	1.0	1.0	1.0	2.05	2.58	1.88	31	Co1 Sb1 S1
585	26	8	13	1.0	4.0	2.0	1.83	3.44	1.61	227	Al2 Fe1 O4
586	6	27	8	1.0	1.0	3.0	2.55	1.88	3.44	167	Co1 C1 O3
587	26	8	83	1.0	40.0	25.0	1.83	3.44	2.02	197	Fe1 Bi25 O40
588	53	16	41	7.0	1.0	3.0	2.66	2.58	1.6	14	Nb3 S1 I7
589	15	80	8	2.0	2.0	7.0	2.19	2.0	3.44	2	Hg2 P2 O7
590	75	35	34	6.0	4.0	7.0	1.9	2.96	2.55	167	Re6 Se7 Br4
591	76	50	8	3.0	15.0	14.0	2.2	1.96	3.44	8	Sn15 Os3 O14
592	8	40	7	1.0	2.0	2.0	3.44	1.33	3.04	206	Zr2 N2 O1
593	53	75	52	14.0	6.0	14.0	2.66	1.9	2.1	2	Re6 Te14 I14
594	33	80	8	4.0	9.0	16.0	2.18	2.0	3.44	161	Hg9 As4 O16
595	15	34	47	1.0	6.0	7.0	2.19	2.55	1.93	198	Ag7 P1 Se6
596	53	41	52	4.0	4.0	17.0	2.66	1.6	2.1	15	Nb4 Te17 I4
597	50	8	73	1.0	6.0	2.0	1.96	3.44	1.5	9	Ta2 Sn1 O6
598	53	30	8	2.0	1.0	6.0	2.66	1.65	3.44	4	Zn1 I2 O6
599	82	42	8	5.0	1.0	8.0	2.33	2.16	3.44	14	Mo1 Pb5 O8
600	53	52	73	10.0	24.0	7.0	2.66	2.1	1.5	2	Ta7 Te24 I10
601	41	33	8	9.0	1.0	25.0	1.6	2.18	3.44	87	Nb9 As1 O25
602	15	8	22	4.0	20.0	5.0	2.19	3.44	1.54	19	Ti5 P4 O20
603	17	8	22	4.0	16.0	1.0	3.16	3.44	1.54	15	Ti1 Cl4 O16
604	24	8	9	1.0	1.0	3.0	1.66	3.44	3.98	76	Cr1 O1 F3
